type,flight_id,airline,flight_number,departure_airport,departure_city,arrival_airport,arrival_city,departure_datetime,arrival_datetime,ticket_price,flight_class,total_available_seats,hotel_id,name,street,city,state,zip,country,latitude,longitude,star_rating,price_per_night,wifi,breakfast_included,parking,pet_friendly,near_transit,number_of_rooms,hotel_rating,hotel_image1,hotel_image2,car_id,company,make,model,vehicle_type,year,pickup_address,pickup_city,pickup_country,pickup_lat,pickup_lng,dropoff_address,dropoff_city,dropoff_country,dropoff_lat,dropoff_lng,price_per_day,available,pickup_date,dropoff_date,car_image1,car_image2
hotel,,,,,,,,,,,,,HTL01112,Cannon-Jones,8030 Nathan Fields,Matthewport,AL,33573,USA,-39.2755905,-145.880769,2,357.6,False,False,True,False,False,300,3.3,https://example.com/h1112_1.jpg,https://example.com/h1112_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01113,"Buchanan, Chapman and Williams",3309 Adams Rapid,Michaelchester,TX,71699,USA,16.8813545,-15.068339,3,276.59,False,True,True,False,True,197,4.9,https://example.com/h1113_1.jpg,https://example.com/h1113_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01114,Jones and Sons,29140 Daniel Lights,Kimberlyton,NV,78656,USA,36.6351585,4.636918,4,143.11,True,False,False,True,False,98,4.0,https://example.com/h1114_1.jpg,https://example.com/h1114_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01115,Mccann Inc,2196 Melissa Harbor Suite 284,North Shannon,AZ,80058,USA,-68.4833325,32.971275,4,310.74,True,False,True,True,False,154,3.5,https://example.com/h1115_1.jpg,https://example.com/h1115_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01116,"Watson, Larson and Moreno",739 Smith Forge Apt. 730,Robinview,AK,04479,USA,-3.231135,97.811477,2,318.72,True,True,False,True,True,287,2.8,https://example.com/h1116_1.jpg,https://example.com/h1116_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01117,Williamson Group,9171 Elizabeth Hill,South Garyfurt,MI,18794,USA,-75.2902455,0.816661,3,67.5,False,True,False,True,False,253,3.1,https://example.com/h1117_1.jpg,https://example.com/h1117_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01118,Daniels-Nelson,59957 James Gateway,Amandaberg,WA,87403,USA,10.269324,110.906414,1,114.0,False,True,True,True,True,69,4.1,https://example.com/h1118_1.jpg,https://example.com/h1118_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01119,Phillips PLC,3747 Tanya Course Apt. 264,Lake Katherineborough,RI,59350,USA,75.3268745,56.795949,2,168.83,False,False,False,False,False,135,2.8,https://example.com/h1119_1.jpg,https://example.com/h1119_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01120,Lucas-Carter,6562 Sarah Ranch Apt. 747,Port Alexanderbury,AK,29935,USA,-7.724394,83.693502,5,281.24,False,True,True,True,True,234,3.8,https://example.com/h1120_1.jpg,https://example.com/h1120_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01121,Evans-Mcdonald,01037 Ford Valley Suite 564,Franklinchester,FL,72670,USA,-23.1742525,89.329116,3,289.87,False,True,False,True,False,83,3.5,https://example.com/h1121_1.jpg,https://example.com/h1121_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01122,"Reed, Williams and Collins",1616 Spencer Fields,West Stephaniemouth,VA,91898,USA,60.2077135,-52.708534,4,322.37,True,False,True,True,False,48,3.7,https://example.com/h1122_1.jpg,https://example.com/h1122_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01123,Woods Ltd,80058 Mcmahon Circles Suite 909,East Rogerland,ID,37167,USA,-72.9998925,60.776133,4,298.73,False,False,False,True,False,71,4.5,https://example.com/h1123_1.jpg,https://example.com/h1123_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01124,Lopez PLC,89196 Cody Well Apt. 985,Sylviahaven,ND,68607,USA,25.823598,-174.027,1,261.89,True,True,True,True,True,75,2.2,https://example.com/h1124_1.jpg,https://example.com/h1124_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01125,Roach Inc,30406 Maxwell Station,Beckermouth,IA,82946,USA,17.649605,-81.156225,4,195.42,False,True,False,False,True,297,2.8,https://example.com/h1125_1.jpg,https://example.com/h1125_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01126,"Hawkins, Kim and Kim",4526 Christina Wells,South Stacey,MT,44830,USA,-71.7606885,111.181174,3,107.34,False,False,True,False,False,75,3.7,https://example.com/h1126_1.jpg,https://example.com/h1126_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01127,Baker-Rivera,83887 Jimmy Forge Apt. 004,Proctormouth,PA,91925,USA,-88.022252,-77.470435,3,197.43,True,False,False,True,True,245,4.3,https://example.com/h1127_1.jpg,https://example.com/h1127_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01128,Rogers Ltd,00393 Hill Ranch,Port Christine,FL,45885,USA,54.439263,167.911495,2,387.19,True,False,True,True,True,93,2.1,https://example.com/h1128_1.jpg,https://example.com/h1128_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01129,"Taylor, Mack and Lee",7210 Michelle Islands,Wadechester,TN,17747,USA,4.069669,-66.089215,3,234.69,False,True,False,True,False,124,5.0,https://example.com/h1129_1.jpg,https://example.com/h1129_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01130,Johnson-Williams,1891 Patricia Cliff Suite 373,Blakeside,WV,67932,USA,33.7745385,-5.207599,3,353.14,False,True,True,True,True,293,4.8,https://example.com/h1130_1.jpg,https://example.com/h1130_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01131,Clark-Hinton,234 Martinez Lodge Suite 506,Josephmouth,FL,96664,USA,-9.6633935,-87.462001,3,145.38,True,False,True,True,False,278,4.5,https://example.com/h1131_1.jpg,https://example.com/h1131_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01132,"Brown, Gonzales and Bryant",042 Carroll Island,Port Kellyview,WI,91817,USA,10.776979,-117.877073,2,311.45,False,True,True,True,True,65,4.8,https://example.com/h1132_1.jpg,https://example.com/h1132_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01133,Watson-Blake,051 Robert Keys,Hendersonhaven,RI,97562,USA,35.7252055,18.246208,5,147.58,True,True,True,False,True,244,3.5,https://example.com/h1133_1.jpg,https://example.com/h1133_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01134,Huff-Smith,2147 Wheeler Unions Apt. 510,South Melissa,MO,27930,USA,71.018768,120.74582,5,336.97,False,False,False,False,True,283,2.3,https://example.com/h1134_1.jpg,https://example.com/h1134_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01135,"Harrison, Weiss and Parker",0564 Figueroa Mountains Apt. 894,New Brianshire,NJ,96541,USA,-22.5105345,-37.136422,5,183.66,False,True,False,True,False,127,2.3,https://example.com/h1135_1.jpg,https://example.com/h1135_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01136,Jennings LLC,821 Crystal Ways Apt. 265,East Christopherbury,RI,86532,USA,81.7422325,44.476489,4,112.46,False,False,False,True,True,159,2.6,https://example.com/h1136_1.jpg,https://example.com/h1136_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01137,"Cole, Griffin and Holland",366 Lane Mount,East Michaelstad,NM,33017,USA,-53.7203585,33.602013,1,68.22,True,True,True,False,False,42,3.9,https://example.com/h1137_1.jpg,https://example.com/h1137_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01138,Morales-Zimmerman,4543 Gutierrez Stravenue,Diazborough,WV,42639,USA,-29.824523,-156.651781,4,127.01,False,True,True,True,True,176,2.2,https://example.com/h1138_1.jpg,https://example.com/h1138_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01139,Floyd Ltd,679 Brown Parks Apt. 381,East Julie,FL,58169,USA,-76.091065,-74.336837,5,153.4,True,False,True,False,True,111,2.7,https://example.com/h1139_1.jpg,https://example.com/h1139_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01140,Collins Ltd,4134 Dean Tunnel Suite 230,Brownchester,NY,74964,USA,-51.8454895,-34.028854,2,314.11,False,False,False,False,False,54,4.8,https://example.com/h1140_1.jpg,https://example.com/h1140_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01141,James-Wheeler,2249 Roberto Cliffs Suite 940,Wardbury,NM,05766,USA,3.5757385,-125.359773,2,229.48,False,False,False,True,False,52,3.7,https://example.com/h1141_1.jpg,https://example.com/h1141_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01142,Burke-Ramos,206 Steven Mount,South Allen,IN,64498,USA,-47.452103,124.853333,2,165.62,False,True,False,False,False,292,2.3,https://example.com/h1142_1.jpg,https://example.com/h1142_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01143,Spencer-Mata,992 Villanueva Roads,Campbellchester,NC,08474,USA,44.0062925,-137.897809,2,129.1,True,True,False,True,False,297,4.6,https://example.com/h1143_1.jpg,https://example.com/h1143_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01144,"Delgado, Hensley and Williams",86982 Curtis Terrace,South Kevin,MO,86566,USA,-64.0121465,-112.570691,2,312.59,False,False,False,True,False,67,3.4,https://example.com/h1144_1.jpg,https://example.com/h1144_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01145,Lopez PLC,15304 Alejandro Loop Suite 991,Morenoton,WY,90556,USA,-1.055896,-15.293796,1,174.36,True,False,True,False,True,79,3.0,https://example.com/h1145_1.jpg,https://example.com/h1145_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01146,"Gibson, Anderson and Molina",9633 Allen Estate Suite 359,West Christopherfurt,LA,02150,USA,-3.0508225,14.851953,2,238.94,False,False,True,True,False,79,2.9,https://example.com/h1146_1.jpg,https://example.com/h1146_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01147,Jennings PLC,233 Singleton Parks,Guerreroport,VA,14124,USA,-38.4046425,-11.51714,5,368.15,False,True,False,True,True,296,3.4,https://example.com/h1147_1.jpg,https://example.com/h1147_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01148,"Meyer, Moreno and Watson",9602 Warren Roads,West Austinshire,OR,75045,USA,-64.0725285,88.791005,2,233.39,False,True,True,False,True,38,3.2,https://example.com/h1148_1.jpg,https://example.com/h1148_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01149,Griffin-Miles,117 Stevens Plain,Hallburgh,RI,51104,USA,69.324749,-128.354081,5,72.56,True,False,False,False,True,152,4.6,https://example.com/h1149_1.jpg,https://example.com/h1149_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01150,Johnson-Spears,234 Laura Springs Apt. 221,Charleschester,MS,62137,USA,-88.4336355,15.452529,2,287.26,False,False,True,False,True,100,2.3,https://example.com/h1150_1.jpg,https://example.com/h1150_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01151,"Marquez, Boyd and Harris",17675 Karen Rapid Apt. 222,Andersonmouth,ND,79545,USA,-56.5165185,176.26238,1,156.77,False,False,False,True,False,279,3.1,https://example.com/h1151_1.jpg,https://example.com/h1151_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01152,Flores-Holmes,69671 Ingram Via,Petersonfurt,MA,25823,USA,-30.517732,31.376436,5,64.32,True,True,True,True,False,236,4.5,https://example.com/h1152_1.jpg,https://example.com/h1152_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01153,Ware-Yu,65631 Espinoza Mountain Apt. 142,Lake Johnmouth,VT,27179,USA,-74.824812,-23.969412,2,342.01,False,True,True,False,False,169,2.1,https://example.com/h1153_1.jpg,https://example.com/h1153_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01154,Hill-James,6081 Horn Motorway,Brianaburgh,CT,21290,USA,-20.361161,-30.172544,4,271.36,True,False,False,False,True,175,5.0,https://example.com/h1154_1.jpg,https://example.com/h1154_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01155,"Nunez, Mckay and Coleman",39857 Hardy Flats Apt. 618,Jamesfort,NE,28358,USA,-86.3432945,-16.755431,3,191.3,False,False,False,True,True,255,4.6,https://example.com/h1155_1.jpg,https://example.com/h1155_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01156,Mills-Duncan,8285 Cooper Knolls Apt. 177,West Antonio,IL,03505,USA,31.176625,-163.665654,3,366.09,True,False,False,True,False,251,4.2,https://example.com/h1156_1.jpg,https://example.com/h1156_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01157,Cannon LLC,439 Gordon Rapids,Olivialand,VT,31576,USA,-16.609737,-6.396829,2,314.27,True,True,True,False,True,77,2.9,https://example.com/h1157_1.jpg,https://example.com/h1157_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01158,Cummings-Chang,8658 Ray Wells Apt. 211,Jillhaven,MT,74169,USA,-9.720407,-177.548585,5,74.17,True,True,True,True,False,132,3.4,https://example.com/h1158_1.jpg,https://example.com/h1158_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01159,Evans-Murphy,809 Stevenson Crescent,Port Annaside,MI,46167,USA,-42.4466325,-65.690619,1,64.28,True,True,False,True,False,63,4.2,https://example.com/h1159_1.jpg,https://example.com/h1159_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01160,Richards-Murphy,75912 Carroll Cove Suite 375,Jennahaven,GA,85088,USA,-44.307343,44.141308,4,145.66,False,False,True,False,False,216,3.5,https://example.com/h1160_1.jpg,https://example.com/h1160_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01161,Phillips-Taylor,493 Moore Glens Suite 681,Danielton,AL,91580,USA,69.614352,-99.009335,4,167.42,False,True,True,True,True,135,2.9,https://example.com/h1161_1.jpg,https://example.com/h1161_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01162,Hines Group,27391 Jones Bypass,Lake Adrianashire,CA,00937,USA,-60.3642635,145.660348,3,131.18,False,False,True,False,False,221,4.1,https://example.com/h1162_1.jpg,https://example.com/h1162_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01163,Long-Hampton,80209 Miller Viaduct,South Wesley,MI,50569,USA,-79.901501,56.701865,4,299.62,False,True,False,True,False,193,3.6,https://example.com/h1163_1.jpg,https://example.com/h1163_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01164,Flores LLC,229 Dean Summit Suite 926,Lake Christytown,LA,01582,USA,36.982911,-27.117577,5,111.13,False,False,False,True,True,49,2.5,https://example.com/h1164_1.jpg,https://example.com/h1164_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01165,Cisneros and Sons,936 Hughes Inlet,Christopherbury,IL,35857,USA,42.2758315,103.502733,4,272.04,True,True,False,False,True,254,3.3,https://example.com/h1165_1.jpg,https://example.com/h1165_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01166,White Ltd,056 Hayes Valleys,Port Travis,VT,44435,USA,42.3530895,-49.059168,4,220.22,True,True,False,False,False,179,3.0,https://example.com/h1166_1.jpg,https://example.com/h1166_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01167,Harris Group,976 Garcia Vista Apt. 475,Walterfort,ND,48028,USA,-40.5328805,-9.334422,3,103.75,True,True,False,False,False,187,4.6,https://example.com/h1167_1.jpg,https://example.com/h1167_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01168,Moore PLC,293 Timothy Keys Suite 213,Lake Victoriaside,GA,82621,USA,-89.00152,-12.408866,5,309.75,False,False,True,False,False,190,3.3,https://example.com/h1168_1.jpg,https://example.com/h1168_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01169,"Cochran, Baldwin and Medina",00054 Michelle Island,Bushbury,NJ,80702,USA,18.373215,-175.530097,2,191.9,False,False,True,False,False,64,3.6,https://example.com/h1169_1.jpg,https://example.com/h1169_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01170,White Inc,772 Crane Parks,Lawsonchester,WV,32455,USA,56.889047,-98.563233,3,235.17,True,True,False,False,True,204,3.9,https://example.com/h1170_1.jpg,https://example.com/h1170_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01171,"Jones, Johnson and Gentry",441 Emily Crest,Stephenmouth,LA,53219,USA,-29.5522145,-178.945061,4,385.92,True,False,False,False,True,283,2.6,https://example.com/h1171_1.jpg,https://example.com/h1171_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01172,"Carney, Ibarra and Johnson",229 Young Street,Grayberg,ND,68188,USA,-19.5254075,179.623656,1,101.5,False,True,False,True,True,244,4.7,https://example.com/h1172_1.jpg,https://example.com/h1172_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01173,"Moore, Carter and Colon",046 Robert Ports,New Jerryfort,KS,93500,USA,89.74103,127.977161,1,235.68,True,True,False,True,False,180,4.3,https://example.com/h1173_1.jpg,https://example.com/h1173_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01174,Armstrong PLC,00165 Sharp Point Apt. 074,Lake Jessicaburgh,NH,74787,USA,-1.243694,57.550687,3,128.68,True,True,False,True,True,290,3.1,https://example.com/h1174_1.jpg,https://example.com/h1174_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01175,"Bennett, Harper and Patel",17661 Gregory Mall,East Timothyfurt,AZ,46259,USA,-22.854953,-11.713433,3,225.93,True,True,True,True,False,274,2.0,https://example.com/h1175_1.jpg,https://example.com/h1175_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01176,Spencer Inc,4776 Davis Camp,Jameschester,VT,02188,USA,-30.739727,-179.66323,4,368.07,True,False,False,False,False,213,2.4,https://example.com/h1176_1.jpg,https://example.com/h1176_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01177,"Pope, Hunter and Harmon",52948 Foster Isle,Port Larry,VT,94824,USA,23.7640215,-57.175878,1,267.76,False,True,False,True,False,127,4.9,https://example.com/h1177_1.jpg,https://example.com/h1177_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01178,"Ball, Harris and Peterson",52622 Hawkins Circles,Alexandermouth,NV,33893,USA,5.5958005,20.250622,3,59.1,False,True,False,False,False,114,4.8,https://example.com/h1178_1.jpg,https://example.com/h1178_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01179,Graham-Paul,012 Nicole Walks Apt. 378,Phelpsmouth,OK,87953,USA,-33.54906,-40.278631,3,290.45,True,False,True,False,True,272,4.8,https://example.com/h1179_1.jpg,https://example.com/h1179_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01180,Ramos Ltd,87708 Wilson Wall,Lake Alexandraport,MD,19668,USA,-11.8863185,68.325861,2,277.94,False,False,True,False,True,100,4.9,https://example.com/h1180_1.jpg,https://example.com/h1180_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01181,Brewer Inc,95468 Richard Walk Apt. 715,New Cynthiamouth,ID,01704,USA,1.430937,128.57829,4,96.9,False,False,True,False,True,287,3.3,https://example.com/h1181_1.jpg,https://example.com/h1181_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01182,Anderson Ltd,34137 Sarah Crescent,Chadborough,TX,95199,USA,86.7696635,-136.629067,2,385.04,False,True,False,True,True,73,3.8,https://example.com/h1182_1.jpg,https://example.com/h1182_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01183,Valdez Ltd,188 Jackson Trafficway Apt. 446,Port Kristinaburgh,SD,63203,USA,-57.278074,-21.162232,1,126.32,True,False,True,False,False,183,3.7,https://example.com/h1183_1.jpg,https://example.com/h1183_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01184,Jones Ltd,48598 Gomez Expressway,West Brendaberg,TX,24334,USA,-47.272197,167.48265,2,363.02,True,False,False,True,True,50,3.5,https://example.com/h1184_1.jpg,https://example.com/h1184_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01185,"Rodriguez, Thomas and Buchanan",43548 Padilla Road,South Tammyside,NH,31380,USA,-68.262231,106.967396,4,351.73,False,True,True,False,True,48,3.7,https://example.com/h1185_1.jpg,https://example.com/h1185_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01186,"Reilly, Chandler and Martinez",16028 Curtis Islands,East Bradley,GA,63679,USA,80.120438,121.981914,3,65.34,True,True,True,False,False,61,3.7,https://example.com/h1186_1.jpg,https://example.com/h1186_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01187,Richardson-Elliott,848 Kelly Union,Carrieview,LA,90737,USA,-47.741553,10.996216,3,391.19,True,True,False,True,True,103,4.4,https://example.com/h1187_1.jpg,https://example.com/h1187_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01188,Khan-Carlson,31351 Eugene Expressway Suite 630,Brandonberg,NV,31081,USA,75.249974,130.43898,5,89.83,False,True,False,True,False,152,4.9,https://example.com/h1188_1.jpg,https://example.com/h1188_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01189,Lambert-Long,13783 Isaac Ville,East Terriborough,NJ,72172,USA,23.917561,7.109978,2,355.86,True,True,False,False,False,218,2.3,https://example.com/h1189_1.jpg,https://example.com/h1189_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01190,"Scott, Aguilar and Vazquez",29241 Maurice Forks Apt. 535,Ruthhaven,MS,60355,USA,14.9522335,68.465741,5,342.39,True,False,True,False,False,56,2.8,https://example.com/h1190_1.jpg,https://example.com/h1190_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01191,Ortiz LLC,905 Sutton Gateway Apt. 605,North Amy,UT,21409,USA,0.290058,30.470921,5,165.08,True,False,False,False,False,222,2.6,https://example.com/h1191_1.jpg,https://example.com/h1191_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01192,Knight-Lopez,959 Sawyer Wall Apt. 119,North Aliciaburgh,UT,12717,USA,-75.834927,149.801782,5,157.81,False,True,False,True,False,33,3.2,https://example.com/h1192_1.jpg,https://example.com/h1192_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01193,Mitchell-Castillo,7907 Heidi Square Apt. 383,Piercechester,SC,67867,USA,-63.8015955,110.249829,4,350.7,False,False,True,True,True,226,2.7,https://example.com/h1193_1.jpg,https://example.com/h1193_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01194,"Francis, Perkins and Quinn",8493 Richard Square,Jeannebury,MN,62983,USA,-22.1265785,-26.903943,4,205.75,True,True,False,False,True,276,4.6,https://example.com/h1194_1.jpg,https://example.com/h1194_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01195,Wallace Group,98388 Christopher Circles Apt. 364,North Elizabethstad,ND,43529,USA,14.8963465,165.505321,3,266.22,True,False,True,False,False,37,4.3,https://example.com/h1195_1.jpg,https://example.com/h1195_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01196,"Kim, Mcclain and Baker",55161 James Mountains,East Anthony,IA,60299,USA,5.922087,22.075314,4,363.06,True,True,False,True,True,201,2.3,https://example.com/h1196_1.jpg,https://example.com/h1196_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01197,Flores-Russo,702 Ferguson Point,North Robertstad,MD,17408,USA,-22.81479,43.15557,2,280.68,False,False,False,True,False,263,3.0,https://example.com/h1197_1.jpg,https://example.com/h1197_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01198,Larson and Sons,894 Allison Island,Hernandezfort,DC,33704,USA,81.139716,-106.392484,2,55.06,False,True,True,True,False,156,2.4,https://example.com/h1198_1.jpg,https://example.com/h1198_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01199,Burton-Hernandez,202 Mitchell Pass,Dunnland,MS,76338,USA,-58.7886815,-90.467476,3,280.35,False,True,True,False,False,266,5.0,https://example.com/h1199_1.jpg,https://example.com/h1199_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01200,"Jackson, Lopez and Harrington",6308 Ricky Grove,Stevenstown,GA,32621,USA,-38.8943255,62.029361,5,223.83,True,False,True,False,True,64,4.2,https://example.com/h1200_1.jpg,https://example.com/h1200_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01201,Campbell-Delacruz,5814 Stephanie Mountains,Weststad,MO,19171,USA,8.0337585,-156.768766,1,143.95,False,False,True,True,True,91,4.8,https://example.com/h1201_1.jpg,https://example.com/h1201_2.jpg,,,,,,,,,,,,,,,,,,,,,,
hotel,,,,,,,,,,,,,HTL01202,"Donovan, Walls and Davis",5642 Richard Shores,North Cherylborough,NV,49151,USA,59.12296,60.386254,4,143.22,False,False,True,True,False,174,4.0,https://example.com/h1202_1.jpg,https://example.com/h1202_2.jpg,,,,,,,,,,,,,,,,,,,,,,
